ID,Author,DateTimeStamp,Body,Thread,PostsInThread
52356,Felix G.,2018-12-21 15:13:08.161670660,"Just found a ticket on this problem:https://github.com/nvaccess/nvda/issues/2039Best,FelixAm Fr., 21. Dez. 2018 um 15:51 Uhr schrieb Felix G. via Groups.Io<constantlyvariable=gmail.com@groups.io>:",Browse mode and focus,31
52365,Tony Malykh,2018-12-21 19:00:02.278976059,"Hi Felix,I experience all the same problems as you described: rubber bandbrowse mode cursor jumping back on large webpages, and also edit boxesautomatically entering forms mode even though I didn't ask them to.It's good to know that this is a known issue, but this indeed seemslike a complicated issue to fix.1. It seems to me that adding a switch like ""browse mode cursor movessystem focus"" would be a very useful fix in the short term. We alreadyhave a ""caret moves review cursor"" switch bound to NVDA+6 - so itseems to be just a question of adding another switch like this. I haveto say that most of the web sites work fine for me with current NVDAbehavior, and for those websites that don't work very well, this newswitch might come very handy.2. Do you know how Jaws works around this problem? Do they not updatesystem focus at all when in browse mode? Or they only update it whenthey realise that some other gesture might require updated focus?BestTony",Browse mode and focus,31
52366,Tony Malykh,2018-12-21 19:11:46.142610466,"I must also add that edit boxes sporadically entering forms mode is avery big problem for me. At work I have to use a website that containsan edit box that somehow always enters forms mode and once thishappens, the web site opens a popup dialog somewhere in the end of thepage and brings the focus there. So there is no easy way to go pastthat edit box and the entire website becomes unusable. I know, this isprobably not a very screenreader-friendly website, but Jaws manages towork fine with it somehow. I would say that this problem is one of themajor disadvantages of NVDA compared to Jaws.",Browse mode and focus,31
52369,Gene,2018-12-21 20:20:31.517426421,"Without the technical knowledge to evaluate the 
idea properly, I'll say that it sounds as though it might be a good one but that 
it should be off by default.  Too many people wouldn't learn about it and 
they wouldn't understand why they can't do things such as move somewhere on a 
page and have the correct options appear, as I've seen happen on the Drop Box 
lists of your files on the page.  the list changes what files are displayed 
depending on where you are.  Also, I think this might stop the ability to 
move somewhere, then click it with the simulated mouse because you wouldn't be 
on the object.  But for those who take time to learn about it, it might be 
a good feature.
 
Gene",Browse mode and focus,31
52371,Gene,2018-12-21 20:41:50.926159830,"Are you sure you have automatic switching off in 
NVDA?  I never have browse mode turn off when I have the automatic 
switching feature off.  I have repeatedly said that automatic switching 
should not be on by default.  It is not a setting that people should have 
on unless they know about it and understand exactly how it works.  

 
And to confuse unknowledgeable and learning users 
more, it automatically switches modes when you move in some ways and it doesn't 
switch when you move in other ways.  People learning how to use the 
internet should not have this feature confusing them and making it harder to 
learn.
 
Gene",Browse mode and focus,31
52727,Tony Malykh,2018-12-25 19:47:16.771404351,"I just wrote a tiny add-on that prevents NVDA from sending focusevents to the browser.Binary:https://github.com/mltony/nvda-super-browser/releases/download/v0.1dev/superbrowser-0.1dev.nvda-addonSource and description:https://github.com/mltony/nvda-super-browser/Press NVDA+8 to turn focus sending to browsers on and off.It's not a production-ready add-on, as it introduces a lot of sideeffects when not sending focus events. However, it'll give you an ideahow much faster and more responsive your browsing experience  mightbecome without these focus events being sent back and forth.",Browse mode and focus,31
52729,Felix G.,2018-12-25 20:25:50.503476978,"Hello Tony,I'm afraid I'm still seeing focus events even when they're switchedoff. Time for me to look at that code, as I'd love to run that test ina representative way.Thanks for the inspiration,FelixAm Di., 25. Dez. 2018 um 20:47 Uhr schrieb Tony Malykh <anton.malykh@...>:",Browse mode and focus,31
52730,Felix G.,2018-12-25 21:05:19.627794146,"Wow that's elegant. So you're monkey-patching the function that dealswith moving in browse mode so that instead of operating on the objectitself it operates on a wrapper that replaces getFocus with a no-op.I've never seen code that so selectively patches one particular pathof calls.Took me the better part of half an hour to understand what it does. Apity it seems not to work, I'm still working out why.Best,FelixAm Di., 25. Dez. 2018 um 21:25 Uhr schrieb Felix G. via Groups.Io<constantlyvariable=gmail.com@groups.io>:",Browse mode and focus,31
52798,Tony Malykh,2018-12-26 17:01:47.994839987,"Hi Felix,Yeah, that's why I like Python, you can do that sort of hacking on the fly.Why do you think focus events are still being sent? What are thesymptoms? And what is your browser?And also did you try focus hack mode - press NVDA+8 twice. Basicallyin ""Browse mode moves system focus off"" only some of the setFocusevents are intercepted, such as when pressing browse mode keystrokes,like H, G and K. Apparently if you press up or down arrow, thattriggers a different code path - and then focus hack deals with it byintercepting more setFocus events, but it leaves the rest of NVDAcrippled. Could you confirm that focus hack works for you?BestTony",Browse mode and focus,31
52807,Felix G.,2018-12-26 18:23:37.728683508,"Hello Tony,ah now I get it. I tried the arrow keys, and saw the usualsluggishness and elements expanding in response to focus events. I'lltry focus hack now to see what happens. If I get this correctly, itshould have a lot of side effects but block NVDA from ever settingfocus to anything.Best,FelixAm Mi., 26. Dez. 2018 um 18:01 Uhr schrieb Tony Malykh <anton.malykh@...>:",Browse mode and focus,31
53002,David Goldfield,2018-12-29 05:57:13.615387365,"Tony,
I meant to thank you for this addon. As you say it does seem to improve responsiveness while accessing the Web and so I'm very grateful that you took the time to write and release this.
Thank you for your service.

David Goldfield, Assistive Technology Specialist 
WWW.David-Goldfield.Com",Browse mode and focus,31
53019,Sarah k Alawami,2018-12-29 18:30:43.497907751,"If they approve, can you put this on the central repo for the add ons? This seems very useful.
Take care",Browse mode and focus,31
53141,Tony Malykh,2019-01-01 00:14:48.781799273,I have created a pull request that speeds up browse mode. Now I hopeNVDA devs will be kind enough to accept it:https://github.com/nvaccess/nvda/pull/9114Basically it creates a new mode in NVDA that can be toggled on and offby pressing NVDA+8 (remember to uninstall my SuperBrowser add-on thatoverrides the same keystroke). In this mode system focus doesn'tfollow browse mode and the entire browsing experience is much smootheron my computer. Edit boxes don't steal your focus without yourpermission either.--Tony,Browse mode and focus,31
53142,Marcio,2019-01-01 00:23:10.413182597,"Hello Tony,
    Could you please tell me the differences between this add-on and the
    old called Super Browser?
    I downloaded the latter I said but have never tested it.



      
        Cheers,
        
        Marcio
      
      
      Where to find me:
      
My Yahoo! email

Add me on Skype

 Follow me on Twitter

Follow or add me on
        Facebook

Ask me something on
        CuriousCat


      Phone(s):
      
      (+55)21-9-81615268 (Tim-RJ)
      

My
        WhatsApp



Em 31/12/2018 22:14, Tony Malykh
      escreveu:",Browse mode and focus,31
53143,Tony Malykh,2019-01-01 00:32:25.425271433,"This is not an andd-on, this is rather a pull request - a patch forNVDA. It does very similar things but in a much cleaner way.SuperBrowser add-on was experimental, since it broke many things. Pullrequest I prepared cannot be installed - rather NVDA devs shouldhopefully merge it into the next release of NVDA, but it speeds upbrowsing experience without breaking anything (hopefully - it doesn'tbreak anything for me, but more testing might reveal more problems).",Browse mode and focus,31
53144,Joseph Lee,2019-01-01 00:33:59.738426207,"Hi,There is one potential issue that may show up once a research project from a developer in Europe comes to NVDA. See my comment on that pull request for details. Thanks.Cheers,Joseph",Browse mode and focus,31
53145,Marcio,2019-01-01 00:35:44.422141657,"Sure, so I'm going to try Super Browser to see what it's like.
    Taking the risk, of course, but it's all about experiments :)

      
      
      Thanks for the answer.


      
        Cheers,
        
        Marcio
      
      
      Where to find me:
      
My Yahoo! email

Add me on Skype

 Follow me on Twitter

Follow or add me on
        Facebook

Ask me something on
        CuriousCat


      Phone(s):
      
      (+55)21-9-81615268 (Tim-RJ)
      

My
        WhatsApp



Em 31/12/2018 22:32, Tony Malykh
      escreveu:",Browse mode and focus,31
53203,Felix G.,2019-01-03 08:18:11.223031105,"Hi!I'm excited and enthusiastic about this. What accessibility needs areinterfaces that don't just work in principle but are delightful touse; or to put it bluntly, a user experience that does not suck,driven by people who do not think being dissatisfied means beingungrateful.@Tony do you have the resources to make a try build? Otherwise I'll doit in just a few days when i'm back where my tech stuff is.@Joseph that research project sounds interesting. Can you give a pointer please?Best,FelixAm Di., 1. Jan. 2019 um 01:35 Uhr schrieb marcio via Groups.Io<marcinhorj21=yahoo.com.br@groups.io>:",Browse mode and focus,31
53216,Tony Malykh,2019-01-03 17:04:11.870408101,"HI Felix,I don't have much time - holidays are over. Making a build is a greatidea. You can make it straight from my fork:https://github.com/mltony/nvdabranch fast_browse_mode.By the way is there a document explaining how to make builds? I onlyfound the one explaining how to run from sources, but I assume youwant to make an executable build.And please do let me know what you think about fast browse mode.BestTony",Browse mode and focus,31
53217,Joseph Lee,2019-01-03 17:06:08.381660598,"Hi,Actually, there's really no need to make a try build, because there is already a ""try"" build: every pull request is built for you automatically so you can test it or let it go through automated testing.Cheers,Joseph",Browse mode and focus,31
53221,Felix G.,2019-01-03 18:24:53.677818177,"Hi,thanks for pointing it out! I wouldn't recommend that particular onethough---for me it crashes almost instantly after startup. Which ofcourse doesn't mean the pull request has problems. Rather, master attime of build was probably not too well.Best,FelixAm Do., 3. Jan. 2019 um 18:06 Uhr schrieb Joseph Lee<@joslee>:",Browse mode and focus,31
3809,afrim maja,2016-05-07 07:10:15.352618552,"Hello everyone,I have seriously started using NVDA, and this time is more serious than other times, because I have upgraded to windows 10, and it works very well, and I do mean very very well. One of my biggest issues I'm currently facing is reading pdf documents with NVDA. On the adobe reader, or adobe acrobat reader, NVDA reads absolutely nothing. I have to work everyday with those types of documents because my university professors provide me with lectures or books in pdf format, but I cannot access them.So, could somebody help me with this problem because it is very important to me. Every answer is appreciated.sincerely,AfrimSent from my iPhone",Cannot read PDF documents with NVDA,31
3812,Brian's Mail list account BY,2016-05-07 09:51:02.461731190,"Well firstly we need to know if the  files are proper text and not as some instruction manuals seem to be, some form of image of pages of a printed source.Obviously in that case  somebody needs to fix the format. Normally you can test this by exporting the text and seeing if there is any.assuming there is then several things come to mind. I do not know about Windows 10, but sometimes one has to look in the config area of adobe reader and turn off any protection items or security etc, to be able to read them.Obviously also we have got to be sure that if these are complex documents with changes in columns and graphics etc, that the get tagged when created. This is a process few seem to do and even less understand. I know I don't understand how its done, but if its not done and reading order changes in a document, then it tends to go into gobbledegook. I really would advise if you can to suggest the texts are sent to you in a known doc format so that they can be manipulated easier.I had a very odd problem the other day while working on the UK elections pdf, where the first page was fine, but all subsequent pages were just jumbled up, as if the tagging had failed after the first page.I know Nvaccess has put a lot of effort into getting pdf files to work well but sadly those making such files need to play their part or its a total waste of time.Brianbglists@...Sent via blueyonder.Please address personal email to:-briang1@..., putting 'Brian Gaff'in the display name field.",Cannot read PDF documents with NVDA,31
3813,Chris Mullins,2016-05-07 09:54:20.409496039,I am using Windows 7 with Acrobat Reader DC and NVDA 2016.01 works perfectlywell.  Have you configured the Accessibility  features of Acrobat for screenreaders?  Can you not access the acrobat menus?  Is the document you aretrying to read an image or is it text?CheersChris,Cannot read PDF documents with NVDA,31
3814,Aravind R,2016-05-07 10:12:47.224853098,acrobat reader DC in my windows7 did not read even text pdf files andit showed blank. so i was forced to downgrade,Cannot read PDF documents with NVDA,31
3815,Bhavya shah,2016-05-07 10:15:16.506013770,"Hi Afrim,If possible, and if it does not infringe on confidentiality orcopyright (do ensure that), then, it would be really helpful if youcould share a sample file as one of those PDFs you receive from yourprofessors. Practical examination and analysis of those PDF files bymembers may result in more accurate suggestions.Thanks.",Cannot read PDF documents with NVDA,31
3818,Kevin Cussick,2016-05-07 11:39:49.490582736,it is not free but qRead is very good accessible apps make it and maybe the best pdf reader to date.,Cannot read PDF documents with NVDA,31
3820,afrim maja,2016-05-07 13:05:29.181074687,"Yes, I know about itSent from my iPhone",Cannot read PDF documents with NVDA,31
3821,afrim.maja@...,2016-05-07 13:50:26.548275496,"Hello, This is the book I'm trying to read. The text is accessible with jaws, and when selecting ""infer reading order"", then it is possible to access and read it with NVDA. I can read the menus of acrobat reader, but not the text.This text, in particular, is not an image PDF file and it does not need OCR or any kind of conversion.",Cannot read PDF documents with NVDA,31
3824,Andre Fisher,2016-05-07 14:58:32.564408248,This is a strange issue. This only happens for me when I cancel thedialog that loads the text accessibly.,Cannot read PDF documents with NVDA,31
3825,Brian Vogel,2016-05-07 15:29:44.529127656,"Afrim,         Unfortunately, this forum does not support attachments, and I'm presuming that you attached the file you're trying to read to an e-mail message you posted to the group.  If you can upload the thing to any form of cloud storage that allows those supplied with the link to download the file that would be a good workaround.         I'm also pasting some advice I got from Freedom Scientific Technical Support a couple of months ago related to PDF files.  Although I know you're not using JAWS a lot of what's mentioned is more generally applicable.-----------------------------------This is an Adobe Reader setting that is causing this to take place. If you walk through the instructions below, you can change this setting:A. Using the Accessibility Set Up AssistantWhen you launch a PDF the first time, the accessibility set up assistant opens. If the accessibility wizard has already run, do the following to open it:1. Press ALT+E to open the Edit menu.2. Press Y to select Accessibility submenu.3. Press ENTER on Set Up Assistant. The first page of this five page dialog box opens. The default choice is fine, press ENTER to move to the next page.4. On the second page you can change things if you wish, but by default it is OK. Press ENTER to move to page three.5. On the third page you can change things if you wish, but by default it is OK. Press ENTER to move to page four.6. On the fourth page, if you want to use the list of links, list of headings, and the JAWS find command so on to access long documents, change the radio button from""For large documents, only read the currently visible pages""to""Read the entire document at once.""If you do not make this change, in long documents JAWS only sees the links and headings on the current page. Additionally, JAWS can only search the current page with the JAWS find command. If you do select read the entire document at once, it may take a few seconds longer to process large documents, but it is worth it to be able to see the links and  headings in the entire document, or to search the entire document with the JAWS find.7. Press ENTER to move to page five of the Set Up Assistant.8. If the check box for Reopen documents to the last viewed page is checked, you may want to uncheck this. It is a personal preference. TAB through until you reach the check box for ""Display PDF documents in the web browser,"" and uncheck it.9. Press ENTER to activate the Done button. B. Additional changes in Adobe Reader XI preferences.1. Press CTRL+K to open the Adobe Reader XI preferences.2. In the Categories list on the left side of the dialog box, choose Accessibility.3. Press TAB to move to the item, Show Portfolios in Files mode (not checked by default) - check this.4. Press TAB to move back to the Categories list and choose Security (Enhanced).5. Press TAB to move to Enable Protected Mode at startup (checked by default) - uncheck this.6. Press TAB to move to the OK button, and activate it with the SPACEBAR. NOTE: The option to view PDF documents in the browser is no longer found in the Preferences. You must use the Set Up Assistant to find this-----------------------------------Brian-- Never underestimate the difficulty of changing false beliefs by facts.    ~ Henry Rosovsky",Cannot read PDF documents with NVDA,31
3831,afrim.maja@...,2016-05-07 21:44:34.559235228,"Surely, this is the link to the PDF document.https://www.dropbox.com/s/iqg890ica3472qs/eng-syn-kim-sells.pdf?dl=0 The good news is that acrobat reader hopefully managed to detect that a screen reader was running on my computer, and that the document ought to be prepared to be accessible to the screen reader. Now I could read it without any issues, hopefully!Another question that follows: can I treat the document as if it was a word document in terms of reading. What I mean is, can I read the document continuously without having to browse the pages manually? I think I did this before on acrobat settings, but I’m not sure how to do it now.Thank you for your advices.",Cannot read PDF documents with NVDA,31
3836,Rui Fontes,2016-05-08 00:01:57.794868434,"I use Acrobate Reader DC with Windows 7 and 10, without any problem...Rui-----Mensagem Original----- De: Aravind RData: sábado, 7 de maio de 2016 11:12Para: nvda@nvda.groups.ioAssunto: Re: [nvda] Cannot read PDF documents with NVDAacrobat reader DC in my windows7 did not read even text pdf files andit showed blank. so i was forced to downgrade",Cannot read PDF documents with NVDA,31
3837,Brian Vogel,2016-05-08 01:58:42.866272657,"Afrim,          I followed the instructions I posted before that had come from Freedom Scientific Technical Support, but with Adobe DC, and it does cause NVDA to read through the document without having to scroll from page to page.  There was no OK button at the last step of the things you have to do in Reader DC itself beyond the Accessibility Wizard, you just close the dialog after dealing with the Security (Advanced) setting related to protected mode. The first time I fired up Adobe Acrobat DC with NVDA active it gave me a dialog where I also confirmed that I wanted it to read all pages and infer reading order from document, and to use the accessibility options I'd set in Reader DC itself, then checked the box that said not to show that dialog again.          It takes quite a while to pre-process the text you're using because it's 305 pages long, but it does get there, and NVDA reads the whole document from wherever you start the reading.Brian-- Never underestimate the difficulty of changing false beliefs by facts.    ~ Henry Rosovsky",Cannot read PDF documents with NVDA,31
3838,Carlos,2016-05-08 03:32:43.675163865,"Hello:
    I have Windows 8.1 and NVDA 2016.1.
    I was able to open the PDF file with Adobe reader 11, QRead
      3.5, and MS Word 2016/365.  And, as an added bonus I converted it
      to MS Word file in MS Word.  And to plain text in Adobe reader.
    So, I guess it is a computer specific issue!



On 5/7/2016 6:58 PM, Brian Vogel wrote:


Afrim,
          I followed the instructions I posted before that had
        come from Freedom Scientific Technical Support, but with Adobe
        DC, and it does cause NVDA to read through the document without
        having to scroll from page to page.  There was no OK button at
        the last step of the things you have to do in Reader DC itself
        beyond the Accessibility Wizard, you just close the dialog after
        dealing with the Security (Advanced) setting related to
        protected mode. The first time I fired up Adobe Acrobat DC with
        NVDA active it gave me a dialog where I also confirmed that I
        wanted it to read all pages and infer reading order from
        document, and to use the accessibility options I'd set in Reader
        DC itself, then checked the box that said not to show that
        dialog again.
          It takes quite a while to pre-process the text you're
        using because it's 305 pages long, but it does get there, and
        NVDA reads the whole document from wherever you start the
        reading.

Brian
        -- 

Never underestimate the difficulty of changing false
          beliefs by facts. 
   ~ Henry Rosovsky
    




-- 
Carlos Gonzalez - Los Angeles, CA. - gmjc341961@...",Cannot read PDF documents with NVDA,31
3839,Bhavya shah,2016-05-08 04:36:30.498857663,"Afrim,As a personal advice, in case that is a possible alternative, I neverlike PDF files much anyways, with both NVDA and JAWS. Thus, I amconverting all my school textbook PDF files into Word, using what iscalled the Oxillion Document Converter, which you will readily findvia a quick google search.Do try and persist to be able to access the material in its originalformat itself, that is PDF, if you wish to, but as the last resort,bear in mind that a Word conversion trick would probably suffice.Thanks.",Cannot read PDF documents with NVDA,31
3843,afrim maja,2016-05-08 05:02:34.861690951,"Ok Brian, I'll do what you said right away.Thank youSent from my iPhone",Cannot read PDF documents with NVDA,31
3844,afrim maja,2016-05-08 05:03:59.088583736,It is hopefully solved nowSent from my iPhone,Cannot read PDF documents with NVDA,31
3845,afrim maja,2016-05-08 05:09:32.657881826,I always convert my pdf books to microsoft word using aby fine reader which I also use to scan documents. I'll try that program out by the way. Sent from my iPhone,Cannot read PDF documents with NVDA,31
3859,Brian's Mail list account BY,2016-05-08 10:14:37.194802008,"Hi I thought the latest version of fine reader had a text screen which did not work with nvda any more?Has this been fixed? Its reasonably priced, though its used in Dolphin's Cicero, and  when it encounters  the lower case l in printing it can be seen as i or 1 or l.I am a bit fed up with  Della being Delia and New malden being New Maiden.Brianbglists@...Sent via blueyonder.Please address personal email to:-briang1@..., putting 'Brian Gaff'in the display name field.",Cannot read PDF documents with NVDA,31
3861,Brian's Mail list account BY,2016-05-08 10:20:52.900218845,"Often most conversion systems rely on a good reading order choice or tagging in the pdf. Unfortunately most of the files I've encountered seem to have neither of these set as default and end up having columns run together and words with letters and spaces alternating  and some formatting stuff embedded in the text.If this conversion system has got around this by some kind of inteligence, then do say.On a similar issue, how would one deal with doc files sent which seem to be embedded graphic dumps of scanned in paper documents. the nvda OCR add on fails to give me anything sensible and I did wonder if it was possible to extract the files and make them into tiff files so I could run different ocr packages over the result using nvda.Brianbglists@...Sent via blueyonder.Please address personal email to:-briang1@..., putting 'Brian Gaff'in the display name field.",Cannot read PDF documents with NVDA,31
3863,afrim maja,2016-05-08 12:10:54.434731401,"I don't think I'm running the latest version, but the problem you mention still exists.This is aby fine reader 12.2 or something like thatSent from my iPhone",Cannot read PDF documents with NVDA,31
3895,Kevin Huber,2016-05-09 14:32:31.383599063,"Hi Afrim:Sometimes a PDF document is a picture of the text rather than the textitself, so you will have to do OCR on it to make it read.You can try the OCR ad-on, or if you have Kurzweil 1000, you can openthe document in Kurzweil 1000 and it will give you a textrepresentation of the document.Kevin Huber",Cannot read PDF documents with NVDA,31
3896,Brian's Mail list account BY,2016-05-09 14:39:56.517811086,"Most of these I've tried with the current ocr add on end up as Klingon!However, its a great pity more of the  ocrs do not allow one to open pdfs easily and ocr them.Brianbglists@...Sent via blueyonder.Please address personal email to:-briang1@..., putting 'Brian Gaff'in the display name field.",Cannot read PDF documents with NVDA,31
3899,Aravind R,2016-05-09 14:58:09.224516472,"no sir,if its image pdf then NVDA will announce empty document and documentmay contain OCR>but, acrobat DC announce blank only even for text pdf",Cannot read PDF documents with NVDA,31
3902,Brian Vogel,2016-05-09 15:09:20.977817878,"I have occasionally had issues with both ""pure image"" PDFs that are images of text, just like anyone does, and also some OCR-ed stuff where the OCR was less than robust.I have taught my clients to get around this by using a now discontinued, but still downloadable, product from Tracker Software in Canada called PDF XChange Viewer.  It is not generally accessible on the whole as a substitute for Adobe Reader, but what's necessary to OCR a document and save it is.  It uses a menu driven system that's like any other typical Windows program as far as the file menu goes, so all you have to do is open the file, run the OCR process, then save it afterward to keep the newly generated text layer.  The command to OCR a file is CTRL+SHIFT+C once the file is open.  The default settings give awfully good accuracy.  It also supports a number of languages besides English, but you have to download some of the more unusual ones if you want those.  I downloaded Swedish a couple of months ago when trying to help someone out.Brian-- Never underestimate the difficulty of changing false beliefs by facts.    ~ Henry Rosovsky",Cannot read PDF documents with NVDA,31
3903,Kevin Huber,2016-05-09 15:12:46.546837036,"Hi:If you are using Adobe Acrobat Reader, have you tried changing some ofthe settings in your preferences menu?I forget what needs to be set, but there are several of them whichpertain to Screen Reader accessibility.I am using Adobe Acrobat Reader version 15 and in my case, if I open aPDF file, Acrobat Reader detects that I am using a screen reader assonn as it loads.Kevin Huber",Cannot read PDF documents with NVDA,31
3905,Aravind R,2016-05-09 15:15:45.376300230,i don't know what changes to be done in preference.i will check,Cannot read PDF documents with NVDA,31
3906,Brian Vogel,2016-05-09 15:17:43.958880063,I posted the step by step directions yesterday as to what needs to be done to get Adobe Reader XI or Adobe Reader DC set up to run with screen readers.Brian-- Never underestimate the difficulty of changing false beliefs by facts.    ~ Henry Rosovsky,Cannot read PDF documents with NVDA,31
3909,Patrick Le Baudour,2016-05-09 15:57:37.307068872,"The two OCRs I use, omnipage and freeOCR, do convert pdf. But the first one isn't free, and the second one prone to klingon.-- Patrick.",Cannot read PDF documents with NVDA,31
3936,Brian's Mail list account BY,2016-05-10 08:52:14.041782003,"I yesterday went on the UK site london Elects to find out detailed results from the recent election. The main mayoral election pdf worked fin with nice easy to use tables etc. The london wide election results were in an untagged pdf, and it looked blank in  adobe and when text was removed it was all junbled together with hardly any spaces and in the wrong order.The local constituancy  pdf, was just a picture of a bit of paper with no text in it at all which adobe reader said was also malformed.Obviously  those who make pdfs just do not understand what they are doing.Brianbglists@...Sent via blueyonder.Please address personal email to:-briang1@..., putting 'Brian Gaff'in the display name field.",Cannot read PDF documents with NVDA,31
3938,Brian's Mail list account BY,2016-05-10 08:57:11.941434094,"Yes, I have a copy of Omnipage inn an old version of Word, but it seems not to be able to open pdfs. It would need some kind of image format to be made of the pdf first.Brianbglists@...Sent via blueyonder.Please address personal email to:-briang1@..., putting 'Brian Gaff'in the display name field.",Cannot read PDF documents with NVDA,31
25189,Gene,2017-09-03 11:34:24.604496904,"I just looked at the Github NVDA part of the 
site.  I haven't signed up yet but it looks easy to do so and to create a 
pull request, which I assume is what is generally referred to on this list as a 
ticket.  But many people may find the page confusing. Is there a way 
that some sort of short help information can be inserted after the navigation 
links on the page, instructing people what to do to create what are called 
tickets, perhaps also how to search for tickets and how to create an 
account?  If tickets are desired from the widest variety of users, 
this process should be somehow explained and done so in a place that those 
wishing to create tickets will be likely to see the explanation.
 
Gene",Github,31
25190,Brian's Mail list account,2017-09-03 12:15:42.846432416,"I asked this some time ago, and Jamie sent me some stuff. There is now a new issues link and also a search field, but I've never found the search to be very intuitive and I suspect this is why so many duplicate issues get filed.Quinton sent me this also.https://github.com/nvaccess/nvda/issues -there is a search edit on that page you can type your query in to see ifthere's an existing issue (open or closed, though note it will only showopen issues at first by default) which deals with what you are looking for.To post a new issue, there should be a ""new issue"" button on most pages.Activating that will take you here:https://github.com/nvaccess/nvda/issues/new with the main components beinga title edit and a ""leave a comment"" edit where you can describe your issuein detail.However recently some guidelines are now in there for fields that prompt you to give useful information as well.One thing that I do not like about it is that it does not send an email to you even if you are subscribed to its list, you only see others comments. However when you reply via email, you really do need to edit off quoted stuff as otherwise looking at the issue on line gets very  confused. I occasionally forget myself. Also, it won't send you back these emails either.I am not sure who came up with this rule but its bonkers if you use the email list to  know where you are, as to see your own comments you either need to find it in your own sent folder or go to the website.Anyway, I've had my say.Problems? Well...The biggest issue I had was creating the account in the first place and getting past all the stuff that is just not relevant.You can attach files, but thus far I've not made this work!Brianbglists@...Sent via blueyonder.Please address personal email to:-briang1@..., putting 'Brian Gaff'in the display name field.",Github,31
25197,Gene,2017-09-03 13:28:56.932630947,"What are pull requests?
 
Gene",Github,31
25199,Patrick ZAJDA,2017-09-03 13:47:48.913796588,"Hi Gene,Pull requests are code contribution from another Github repos.You fork the NVDA git repos on your Github account, make your codecontribution then submit it by creating a pull request.It facilitates code merging.Patrick",Github,31
25201,Gene,2017-09-03 13:50:18.840899279,"Then that wouldn't be suitable for opening a ticket 
that isn't code related.  I'll look for the proper feature, as described by 
Brian.
 
Gene",Github,31
25228,Lino Morales,2017-09-03 16:40:41.767094156,"Good point sir. Ive seen Get Hub's pages in the past and its
      confusing as heck.",Github,31
25275,Quentin Christensen,2017-09-04 03:59:05.310147738,"As mentioned, if you want to create a ticket, submit an issue or generally report something that isn't working / could work better / should be implemented etc, what you want to do is create a new issue.  The link to the issues section is https://github.com/nvaccess/nvda/issuesUnless you are writing code yourself, you can mostly ignore the other sections (code, pull requests, projects, etc).Ideally, it's worth jumping to the SECOND edit box on that page to search for the issue you want to report.  (the first one searches code and other things, you want to search issues).  So, if someone reported a problem with footnotes in Word 2016 for instance, I'd search for ""word 2016 footnotes"" or similar in that second edit box.  There are two types of issues, open and closed. Open issues are either new issues that haven't been triaged yet (that is, no one has looked at them to see how serious they are, whether the issue has already been reported etc), or issues which are being worked on, or waiting to be worked on.  Closed issues are issues which have either been fixed, or which are duplicates of other issues, or sometimes things which can't or won't be fixed.  If the problem with footnotes is that you want them to appear at the top of the page for instance, then that isn't something related to NVDA.  That's a feature request for Word itself and you'd need to submit that to Microsoft.To create a new issue, there is a ""new issue"" button, you can jump straight there with https://github.com/nvaccess/nvda/issues/newWhen you create a new issue, there is a block of text in the ""comment"" prompting you for the kinds of information that are useful in diagnosing the issue.  Please try and include: steps to reproduce the issue, attach any files which might help (eg if Word crashes every time you try and check formatting in this particular file, if you can share it, that would help), what should happen and what actually happens, and your system configuration (Windows version, application version, NVDA version and whether installed or portable), and anything you've done to try and resolve or get more information (eg tried different version of NVDA or other program).  Don't stress if you don't have every piece of that information or if you aren't sure if the issue has been filed before.  When someone goes to triage the issue, they will ask for more information if needed.  If the issue has been filed previously, they will link to it (and likely close the duplicate issue you created).If you do have any more questions, please feel free to ask.Kind regardsQuentin.",Github,31
25285,Brian's Mail list account,2017-09-04 08:46:23.260256953,"I don't need to know but I think its when you want to grab the source and mess about with it and either make a new branch or test your fiddlings locally.I've never tried one. Brianbglists@...Sent via blueyonder.Please address personal email to:-briang1@..., putting 'Brian Gaff'in the display name field.",Github,31
25286,Brian's Mail list account,2017-09-04 08:47:36.548625881,"So why is it called a pull not a push?Seems logical to me. :-)Brianbglists@...Sent via blueyonder.Please address personal email to:-briang1@..., putting 'Brian Gaff'in the display name field.",Github,31
25305,Brian's Mail list account,2017-09-04 09:31:58.134271275,"I think all those addresses were in my last email about this. Also although those extra fields are OK they can make it more complicated if you are not sure if the issue really depends on anything special. The big problem for me at l4east is that I'm not all the time logged into this account and can easily miss a new  itemm that is needed to be answered by me. and since the original message and your own submitted  bits by email do not generate an email back to you the actual thread in the list gets broken. ideally github should respond every time even from yourself to keep this working.That is hat I think anyway.Take this as an example the odd effect I see on some web sites where using k to move through links will sometimes read the text with the first character missing. I don't know whether this is a page authoring issue, an nvda one or a firefox one.Trying to put that sensibly into a ticket is not as easy as it sounds.Brianbglists@...Sent via blueyonder.Please address personal email to:-briang1@..., putting 'Brian Gaff'in the display name field.",Github,31
25313,Patrick ZAJDA,2017-09-04 10:40:36.582465802,"Hi Brian,It is a pull because the code is pulled from a fork.Patrick",Github,31
