ID,Author,DateTimeStamp,Body,Thread,PostsInThread
59588,Kevin Cussick,2019-04-02 21:32:03.153127794,"Nope not happening here,   windows10 home 64bit and SSD fast as hell.",Latency when typing in Thunderbird,30
59589,Sarah k Alawami,2019-04-02 22:02:39.405785889,"SSD here as well and a very fast i5 processer. Still lags and takes the rest of my system with at times.
Take care",Latency when typing in Thunderbird,30
59590,Kevin Cussick,2019-04-02 22:06:44.363972294,"Hi,   sorry your having these problems,   have you tried an app called speedy fox?   it might help or might not but it is supposed to fix these sort of problems. forgot to add same here I5 as well only 16 GB of ram, 1TB SSD and no lag any where I do sometimes run Speedy fox.",Latency when typing in Thunderbird,30
59591,Curtis Delzer,2019-04-02 22:43:43.913376633,"it is for the most part instantaneous here also, just about a millisecond shorter than other places.64 bit 16MHz ram 3.9MHz processor.Curtis DelzerHSW B 6 H E FRialto, CA",Latency when typing in Thunderbird,30
59595,Shaun Everiss,2019-04-03 00:00:49.105860385,"Well if you use any intel unit you probably have the unfortunate
      spector mitigations hanging over your head though it should be a
      lot better now.
My amd system just got more stuff enabled for it, which has
      slowed it down a little at startup but the new support is supposed
      to support mmore cpu cores.",Latency when typing in Thunderbird,30
39487,Brian Vogel,2018-05-07 14:30:50.021524191,"Hello All,I was just trying out NVDA with the latest version of CCleaner free and seem to have encountered an accessibility issue that may be the result of operator error.The ""large buttons"" that control which major function you're under can be reached by tabbing or up/down arrowing, and if you hit spacebar on any one of them its control buttons come up.  What is odd is that you still end up either tabbing or arrowing past the other major control buttons before you hit the ""function control buttons"" for the major function you've activated.I do have problems reaching the individual checkboxes under the Options (major), Monitoring (minor) function.  It's odd because when I activate the Monitoring button, and if I have the NVDA Focus Highlight add-on running, there is clearly a quick scan down the list of controls, which are mostly checkboxes, but you cannot seem to come to rest on any of them to access them.Is there a way to get oneself over into the ""checkbox area"" (for lack of a better term) of this function in order to be able to deal with the checkboxes.  Since mouse tracking is on by default I know that these exist as far as NVDA is concerned as when I hover over them I get appropriate feedback, I just can't seem to reach them via the keyboard, which would be essential.-- 
Brian - Windows 10 Home, 64-Bit, Version 1803, Build 17134   
     After all, a democracy based solely on the values of the majority, with no overriding ethical principles and processes, is nothing more than clubhouse democracy, great for those on the inside and a tyranny for those who fail to see eye to eye with the majority.
         ~ Paul Noeldner, May 16, 2007","NVDA and CCleaner (free, anyway)",30
39493,Gene,2018-05-07 16:10:56.592855535,"The new version of CCleaner has been discussed on 
one or two lists I'm on and it has the check box problem you are 
describing.  I believe it is now considered inaccessible because of that 
problem.  One more program that is no longer accessible in a long and 
growing list.  I haven't seen the other problem you discussed but I'm very 
doubtful user error is involved.  It's probably just another aqccessibility 
problem or a related one.  I don't use the program and I don't know enough 
about it to say which.  Whatever the case, it appears that an older version 
needs to be used.
 

Gene","NVDA and CCleaner (free, anyway)",30
39495,The Wolf,2018-05-07 16:26:16.427996204,"is there a good alternative to c cleaner that is blind friendly?


On 5/7/2018 9:11 AM, Gene wrote:




The new version of CCleaner has
          been discussed on one or two lists I'm on and it has the check
          box problem you are describing.  I believe it is now
          considered inaccessible because of that problem.  One more
          program that is no longer accessible in a long and growing
          list.  I haven't seen the other problem you discussed but I'm
          very doubtful user error is involved.  It's probably just
          another aqccessibility problem or a related one.  I don't use
          the program and I don't know enough about it to say which. 
          Whatever the case, it appears that an older version needs to
          be used.
 

Gene
----- Original Message -----


From: Brian
              Vogel 
Sent: Monday, May 07, 2018 9:30 AM
To: nvda@nvda.groups.io

Subject: [nvda] NVDA and CCleaner (free, anyway)




      Hello All,

      I was just trying out NVDA with the latest version of CCleaner
      free and seem to have encountered an accessibility issue that may
      be the result of operator error.

      The ""large buttons"" that control which major function you're under
      can be reached by tabbing or up/down arrowing, and if you hit
      spacebar on any one of them its control buttons come up.  What is
      odd is that you still end up either tabbing or arrowing past the
      other major control buttons before you hit the ""function control
      buttons"" for the major function you've activated.

      I do have problems reaching the individual checkboxes under the
      Options (major), Monitoring (minor) function.  It's odd because
      when I activate the Monitoring button, and if I have the NVDA
      Focus Highlight add-on running, there is clearly a quick scan down
      the list of controls, which are mostly checkboxes, but you cannot
      seem to come to rest on any of them to access them.

      Is there a way to get oneself over into the ""checkbox area"" (for
      lack of a better term) of this function in order to be able to
      deal with the checkboxes.  Since mouse tracking is on by default I
      know that these exist as far as NVDA is concerned as when I hover
      over them I get appropriate feedback, I just can't seem to reach
      them via the keyboard, which would be essential.

      -- 
Brian - Windows 10 Home, 64-Bit, Version
          1803, Build 17134   
     After
          all, a democracy based solely on the values of the majority,
          with no overriding ethical principles and processes, is
          nothing more than clubhouse democracy, great for those on the
          inside and a tyranny for those who fail to see eye to eye with
          the majority.
         ~ Paul Noeldner, May 16, 2007 
 
 


-- 
check out my song on youtube
https://youtu.be/YeWgx2LRu7Y","NVDA and CCleaner (free, anyway)",30
39496,Sarah k Alawami,2018-05-07 16:29:52.342549923,"Use the option built into windows, at least for now.From the run dialogue typecleanmgr /sageset:1and set yoru optionsthen from the run dialogue after hitting ok on that sage run dialogue typecleanmgr /sagerun:1and watch hopefully gigs of space be freed.","NVDA and CCleaner (free, anyway)",30
39504,Tyler Wood,2018-05-07 18:04:17.023220824,"Even simpler.
    Go to explorer, hit alt enter on the hard drive you want cleaned,
    tab to disk cleanup. When it comes up with the list of things to be
    cleaned, tab once more until you hear clean system files and hit
    that.
    Now set your options and watch the magic happen.
    It doesn't clean quite as much as c cleaner but better than nothing.","NVDA and CCleaner (free, anyway)",30
39508,Sarah k Alawami,2018-05-07 19:26:19.309021977,Actually the way I do it I notice more options  than the regular disk cleaner thing has to offer. Fred Langa offered that top in 2004 and I've ben using it ever since. He even suggested making a shell script to make the process faster. I might consider doing this.,"NVDA and CCleaner (free, anyway)",30
39509,Gene,2018-05-07 20:06:32.704165334,"Is there any reason not to continue to use the last 
compatible version of CCleaner?  I don't know if it should continue to be 
used as new versions of Windows 10 come out and there has just been one.  
But I wonder how long it might be safe and effective to use the last compatible 
version.
 
Gene","NVDA and CCleaner (free, anyway)",30
39518,Brian Vogel,2018-05-07 22:18:33.673214309,"On Mon, May 7, 2018 at 01:06 pm, Gene wrote:
Is there any reason not to continue to use the last compatible version of CCleaner?
I don't see that it should hurt.  Most of the updates to CCleaner are not, to my knowledge, security related.   Over time certain additional bells and whistles, like active monitoring, have been added.I would hope that CCleaner and screen readers would eventually ""mesh"" again, as it's a PITA to obtain earlier versions if you don't already have them archived. -- 
Brian - Windows 10 Home, 64-Bit, Version 1803, Build 17134   
     After all, a democracy based solely on the values of the majority, with no overriding ethical principles and processes, is nothing more than clubhouse democracy, great for those on the inside and a tyranny for those who fail to see eye to eye with the majority.
         ~ Paul Noeldner, May 16, 2007","NVDA and CCleaner (free, anyway)",30
39519,Shaun Everiss,2018-05-07 22:25:23.452103675,"Well yeah checkboxes don't work.The good thing is that for general things once you have them all set the way you want and most of the things bar mrus and some advanced settings you only have to set once.Once set and monitering turned off, its standard cleaning option still works and bar the check boxes its still accessible, it would be nice if there was a way to get those working but you needn't actually bother with them except for first start on install.For me, my main things to checks are mru settings which is not checked by default, all logs, uncheck startmenu and desktop shortcuts and windows defender in the applications settings, and it works.Every so often I run disk cleanup.The advantage about ccleaner is that it opens without analising so you can run.It has a lot of expantion but enough of those and it slows right down.Sadly its also run by avast but oh well its still accessible, a few minor issues like the checkboxes are an initial problem when setup but afthey are setup they don't get unset.","NVDA and CCleaner (free, anyway)",30
39520,Michael Capelle,2018-05-07 22:29:20.539525362,"thank god for be my eyes, i was able to have all the boxes checked, now i can use ccleaner again.","NVDA and CCleaner (free, anyway)",30
39521,Gene,2018-05-07 23:13:16.647185468,"I was wondering if, over time, files it looks for 
might be moved to other places as Windows continues to receive updates every six 
months.  If they don't, then I would think the program could be used 
indefinitely if you use a recent version.  I also wonder if using the 
registry cleaner might become more dangerous over time if registry entries 
change in ways that the registry cleaner might misinterpret as removable 
items.
 
Gene","NVDA and CCleaner (free, anyway)",30
39526,Brian Vogel,2018-05-08 02:01:45.283758258,"Gene,           The general consensus is in the IT community is that registry cleaners should never be used, and I follow that consensus.  That is the one CCleaner function I never, ever use.-- 
Brian - Windows 10 Home, 64-Bit, Version 1803, Build 17134   
     After all, a democracy based solely on the values of the majority, with no overriding ethical principles and processes, is nothing more than clubhouse democracy, great for those on the inside and a tyranny for those who fail to see eye to eye with the majority.
         ~ Paul Noeldner, May 16, 2007","NVDA and CCleaner (free, anyway)",30
39529,Gene,2018-05-08 02:39:18.160946297,"I don't run them either and I am not convinced they 
generally do any good.  I don't believe in taking even small risks for no 
benefit.  It appears to me that running the CCleaner registry cleaner on an 
unaggressive setting is a small risk but why take even a small risk for no 
benefit?  
 
But since I know that there are a lot of people who run such cleaners, I 
asked the question for their benefit.
 
Gene","NVDA and CCleaner (free, anyway)",30
39530,Eric Yip,2018-05-08 05:19:50.746490247,"Hello All,I have a temporary solution. I know this method Can not completely solve the problem.I am using the latest  CCleaner portable version ""ccsetup542.zip"".1. Run ""CCleaner64.exe"".2. Press Shift+tab a few times to the treeview items, the first one is ""Microsoft Edge"".3. On ""Microsoft Edge"" press Applocation key to open contacts menu.4. Select ""Check all"" and press enter. All items for Microsoft Edge is checked.5. If you want to uncheck an item for Microsoft Edge, in the same lever items,  just use Down arrow key and SpaceBar.6. Apply same step for other programs.Sorry for my poor English.","NVDA and CCleaner (free, anyway)",30
39531,Shaun Everiss,2018-05-08 07:27:33.594804277,Didn't know you could do this but that will work in a round about way.with ccleaner it would be nice the checkboxes worked but once configured its unlikely you need to configure them again.,"NVDA and CCleaner (free, anyway)",30
